Elapsed Time,Ch1,BioRadio Event,
00:00:00,0.00151430815458298,0,
00:00:00.001,0.00138918310403824,0,
00:00:00.002,0.00125346332788467,0,
00:00:00.003,0.00115008652210236,0,
00:00:00.004,0.00112751126289368,0,
00:00:00.005,0.00126546621322632,0,
00:00:00.006,0.00143947452306747,0,
00:00:00.007,0.00143549591302872,0,
00:00:00.008,0.00134537369012833,0,
00:00:00.009,0.00135514140129089,0,
00:00:00.01,0.00141115486621857,0,
00:00:00.011,0.0014040470123291,0,
00:00:00.012,0.00136229395866394,0,
00:00:00.013,0.0012965127825737,0,
00:00:00.014,0.00126687437295914,0,
00:00:00.015,0.0012904554605484,0,
00:00:00.016,0.00132720172405243,0,
00:00:00.017,0.00134336203336716,0,
00:00:00.018,0.00134434551000595,0,
00:00:00.019,0.00134184211492538,0,
00:00:00.02,0.00133779644966125,0,
00:00:00.021,0.00132474303245544,0,
00:00:00.022,0.00130730867385864,0,
00:00:00.023,0.00130263715982437,0,
00:00:00.024,0.0013103261590004,0,
00:00:00.025,0.00129827857017517,0,
00:00:00.026,0.0012795478105545,0,
00:00:00.027,0.00128305703401566,0,
00:00:00.028,0.00130227953195572,0,
00:00:00.029,0.0013137012720108,0,
00:00:00.03,0.00133540481328964,0,
00:00:00.031,0.00131636112928391,0,
00:00:00.032,0.0013132318854332,0,
00:00:00.033,0.00132552534341812,0,
00:00:00.034,0.00133214145898819,0,
00:00:00.035,0.0013684406876564,0,
00:00:00.036,0.00139347463846207,0,
00:00:00.037,0.00138187408447266,0,
00:00:00.038,0.00136584788560867,0,
00:00:00.039,0.00138357281684875,0,
00:00:00.04,0.00138408690690994,0,
00:00:00.041,0.00137170404195786,0,
00:00:00.042,0.00135849416255951,0,
00:00:00.043,0.00134537369012833,0,
00:00:00.044,0.00133468955755234,0,
00:00:00.045,0.00133953988552094,0,
00:00:00.046,0.00129792094230652,0,
00:00:00.047,0.00128167122602463,0,
00:00:00.048,0.00127894431352615,0,
00:00:00.049,0.00129206478595734,0,
00:00:00.05,0.00132657587528229,0,
00:00:00.051,0.00135516375303268,0,
00:00:00.052,0.00136050581932068,0,
00:00:00.053,0.00137358158826828,0,
00:00:00.054,0.00140415877103806,0,
00:00:00.055,0.00136969238519669,0,
00:00:00.056,0.00135304033756256,0,
00:00:00.057,0.00133924931287766,0,
00:00:00.058,0.00133609771728516,0,
00:00:00.059,0.0013338178396225,0,
00:00:00.06,0.0013430267572403,0,
00:00:00.061,0.00129559636116028,0,
00:00:00.062,0.00135281682014465,0,
00:00:00.063,0.00142181664705276,0,
00:00:00.064,0.00137870013713837,0,
00:00:00.065,0.00131122022867203,0,
00:00:00.066,0.00128526985645294,0,
00:00:00.067,0.0012967586517334,0,
00:00:00.068,0.00128873437643051,0,
00:00:00.069,0.0012468695640564,0,
00:00:00.07,0.00129322707653046,0,
00:00:00.071,0.00135138630867004,0,
00:00:00.072,0.00138652324676514,0,
00:00:00.073,0.00143563002347946,0,
00:00:00.074,0.00146692246198654,0,
00:00:00.075,0.00147601962089539,0,
00:00:00.076,0.00144913047552109,0,
00:00:00.077,0.00139208883047104,0,
00:00:00.078,0.00134901702404022,0,
00:00:00.079,0.00133001804351807,0,
00:00:00.08,0.00131314247846603,0,
00:00:00.081,0.00132239609956741,0,
00:00:00.082,0.0013132318854332,0,
00:00:00.083,0.00127749145030975,0,
00:00:00.084,0.00122051686048508,0,
00:00:00.085,0.00116928666830063,0,
00:00:00.086,0.00112617015838623,0,
00:00:00.087,0.00116946548223495,0,
00:00:00.088,0.00127760320901871,0,
00:00:00.089,0.00138455629348755,0,
00:00:00.09,0.00146875530481339,0,
00:00:00.091,0.00152843445539474,0,
00:00:00.092,0.00153279304504395,0,
00:00:00.093,0.00146486610174179,0,
00:00:00.094,0.00136569142341614,0,
00:00:00.095,0.00127601623535156,0,
00:00:00.096,0.0012638121843338,0,
00:00:00.097,0.00130476057529449,0,
00:00:00.098,0.00137758255004883,0,
00:00:00.099,0.00139874964952469,0,
00:00:00.1,0.00139059126377106,0,
00:00:00.101,0.00136949121952057,0,
00:00:00.102,0.00134387612342834,0,
00:00:00.103,0.00135286152362823,0,
00:00:00.104,0.00139921903610229,0,
00:00:00.105,0.00137791782617569,0,
00:00:00.106,0.00135869532823563,0,
00:00:00.107,0.00133243203163147,0,
00:00:00.108,0.00131721049547195,0,
00:00:00.109,0.001309834420681,0,
00:00:00.11,0.00132353603839874,0,
00:00:00.111,0.00129608809947968,0,
00:00:00.112,0.00129474699497223,0,
00:00:00.113,0.00131519883871078,0,
00:00:00.114,0.00134872645139694,0,
00:00:00.115,0.0013744980096817,0,
00:00:00.116,0.00139772146940231,0,
00:00:00.117,0.00139123946428299,0,
00:00:00.118,0.0013759508728981,0,
00:00:00.119,0.00138632208108902,0,
00:00:00.12,0.00137731432914734,0,
00:00:00.121,0.00136224925518036,0,
00:00:00.122,0.00134577602148056,0,
00:00:00.123,0.00133536010980606,0,
00:00:00.124,0.00133761763572693,0,
00:00:00.125,0.0013510063290596,0,
00:00:00.126,0.00130994617938995,0,
00:00:00.127,0.00130757689476013,0,
00:00:00.128,0.00132659822702408,0,
00:00:00.129,0.00133147090673447,0,
00:00:00.13,0.00131231546401978,0,
00:00:00.131,0.00133386254310608,0,
00:00:00.132,0.00132990628480911,0,
00:00:00.133,0.00131957978010178,0,
00:00:00.134,0.00134515017271042,0,
00:00:00.135,0.00136676430702209,0,
00:00:00.136,0.00137912482023239,0,
00:00:00.137,0.00138650089502335,0,
00:00:00.138,0.00139756500720978,0,
00:00:00.139,0.00140411406755447,0,
00:00:00.14,0.00141973793506622,0,
00:00:00.141,0.00137995183467865,0,
00:00:00.142,0.00136689841747284,0,
00:00:00.143,0.00135704129934311,0,
00:00:00.144,0.0013335719704628,0,
00:00:00.145,0.00131479650735855,0,
00:00:00.146,0.00130174309015274,0,
00:00:00.147,0.00129825621843338,0,
00:00:00.148,0.0012950599193573,0,
00:00:00.149,0.00132199376821518,0,
00:00:00.15,0.00130263715982437,0,
00:00:00.151,0.00131504237651825,0,
00:00:00.152,0.00133549422025681,0,
00:00:00.153,0.00135024636983871,0,
00:00:00.154,0.00135639309883118,0,
00:00:00.155,0.00136072933673859,0,
00:00:00.156,0.0013611763715744,0,
00:00:00.157,0.00136332213878632,0,
00:00:00.158,0.0013611763715744,0,
00:00:00.159,0.0013367235660553,0,
00:00:00.16,0.00136937946081161,0,
00:00:00.161,0.00137145817279816,0,
00:00:00.162,0.00135377794504166,0,
00:00:00.163,0.0013178363442421,0,
00:00:00.164,0.00129416584968567,0,
00:00:00.165,0.00126443803310394,0,
00:00:00.166,0.00130822509527206,0,
00:00:00.167,0.00132253021001816,0,
00:00:00.168,0.00140511989593506,0,
00:00:00.169,0.0015704557299614,0,
00:00:00.17,0.00168518722057343,0,
00:00:00.171,0.00164779275655746,0,
00:00:00.172,0.00155800580978394,0,
00:00:00.173,0.00147289037704468,0,
00:00:00.174,0.00140069425106049,0,
00:00:00.175,0.00134843587875366,0,
00:00:00.176,0.00128734856843948,0,
00:00:00.177,0.00127161294221878,0,
00:00:00.178,0.00128084421157837,0,
00:00:00.179,0.00131046026945114,0,
00:00:00.18,0.00131303071975708,0,
00:00:00.181,0.00131995975971222,0,
00:00:00.182,0.00127603858709335,0,
00:00:00.183,0.00125659257173538,0,
00:00:00.184,0.00127288699150085,0,
00:00:00.185,0.00127407163381577,0,
00:00:00.186,0.00126982480287552,0,
00:00:00.187,0.00127648562192917,0,
00:00:00.188,0.00127371400594711,0,
00:00:00.189,0.0012352243065834,0,
00:00:00.19,0.00126399099826813,0,
00:00:00.191,0.00129414349794388,0,
00:00:00.192,0.00129016488790512,0,
00:00:00.193,0.0012945681810379,0,
00:00:00.194,0.00131915509700775,0,
00:00:00.195,0.00134070217609406,0,
00:00:00.196,0.00138178467750549,0,
00:00:00.197,0.00137925893068314,0,
00:00:00.198,0.00135438144207001,0,
00:00:00.199,0.00133772939443588,0,
00:00:00.2,0.00130871683359146,0,
00:00:00.201,0.0012679249048233,0,
00:00:00.202,0.00122617185115814,0,
00:00:00.203,0.00124673545360565,0,
00:00:00.204,0.0012630969285965,0,
00:00:00.205,0.00129235535860062,0,
00:00:00.206,0.00125835835933685,0,
00:00:00.207,0.00126828253269196,0,
00:00:00.208,0.00128457695245743,0,
00:00:00.209,0.0012669637799263,0,
00:00:00.21,0.00127257406711578,0,
00:00:00.211,0.00130033493041992,0,
00:00:00.212,0.00134190917015076,0,
00:00:00.213,0.00137438625097275,0,
00:00:00.214,0.001395083963871,0,
00:00:00.215,0.00140330940485001,0,
00:00:00.216,0.00141513347625732,0,
00:00:00.217,0.0013917088508606,0,
00:00:00.218,0.00136265158653259,0,
00:00:00.219,0.00136741250753403,0,
00:00:00.22,0.00138656795024872,0,
00:00:00.221,0.00135145336389542,0,
00:00:00.222,0.00134175270795822,0,
00:00:00.223,0.00134403258562088,0,
00:00:00.224,0.00133247673511505,0,
00:00:00.225,0.00130129605531693,0,
00:00:00.226,0.00130283832550049,0,
